id;geom
39;LINESTRING(-8.688348 41.173668,-8.688537 41.173749,-8.688717 41.172921,-8.687322 41.171184,-8.687844 41.168754,-8.688600 41.168376,-8.688618 41.167350,-8.686782 41.167503,-8.684325 41.167116,-8.681220 41.166603,-8.678160 41.166108,-8.675100 41.165586,-8.671185 41.164893,-8.667117 41.164209,-8.663400 41.163579,-8.659944 41.163021,-8.657469 41.162598,-8.656515 41.161941,-8.658126 41.160996,-8.657244 41.161275,-8.656497 41.161536,-8.656281 41.161383,-8.656272 41.161383,-8.656245 41.161374,-8.656281 41.161374,-8.656272 41.161374,-8.656254 41.161383,-8.656227 41.161392,-8.656164 41.161392,-8.656182 41.161383,-8.656191 41.161347,-8.656191 41.161338,-8.656200 41.161356,-8.656182 41.161374,-8.656146 41.161383,-8.656137 41.161392,-8.656164 41.161383,-8.656191 41.161815,-8.655696 41.162076,-8.654184 41.162040,-8.651412 41.161572,-8.651394 41.161581,-8.651097 41.161536,-8.650350 41.160636,-8.649603 41.158476,-8.648496 41.155974,-8.648982 41.154714,-8.649792 41.154363,-8.649864 41.154300,-8.649873 41.154282,-8.649900 41.154219,-8.650125 41.154165,-8.649972 41.153868,-8.648208 41.154399,-8.648406 41.156199,-8.649396 41.158314,-8.648046 41.158980,-8.646183 41.156829,-8.644734 41.153652,-8.641530 41.150790,-8.640360 41.147280,-8.639685 41.144175,-8.640414 41.147514,-8.639712 41.144346,-8.641215 41.143248,-8.641674 41.144229,-8.641089 41.144193,-8.641080 41.144175,-8.641629 41.144301,-8.642079 41.144184)
40;LINESTRING(-8.689329 41.168115,-8.689221 41.167647,-8.687718 41.167629,-8.685450 41.167278,-8.684298 41.167098,-8.681499 41.166621,-8.678034 41.166045,-8.674893 41.165532,-8.671779 41.165010,-8.668854 41.164515,-8.665308 41.163921,-8.662599 41.163516,-8.659755 41.163057,-8.656686 41.162472,-8.653338 41.161905,-8.649864 41.161329,-8.646444 41.160753,-8.644320 41.160402,-8.643519 41.160276,-8.641908 41.160015,-8.640819 41.159844,-8.640810 41.159844,-8.640396 41.159772,-8.638425 41.159457,-8.637003 41.159115,-8.637102 41.158683,-8.637129 41.158638)
41;LINESTRING(-8.574705 41.142717,-8.574696 41.142726,-8.574687 41.142726,-8.574678 41.142708,-8.574687 41.142708,-8.574705 41.142699,-8.574714 41.142681,-8.574714 41.142672,-8.574705 41.142681,-8.574687 41.142681,-8.574723 41.142825,-8.575407 41.142960,-8.575812 41.143428,-8.575389 41.143851,-8.573940 41.143932,-8.573850 41.144067,-8.576181 41.144085,-8.577855 41.144805,-8.579898 41.143914,-8.582841 41.143734,-8.585829 41.143509,-8.587917 41.141799,-8.590428 41.140251,-8.593488 41.140008,-8.596296 41.140404,-8.599014 41.141682,-8.602038 41.141988,-8.605125 41.141817,-8.608113 41.141178,-8.610390 41.141061,-8.613810 41.141340,-8.614521 41.141286,-8.614440 41.142240,-8.614611 41.142843,-8.615358 41.142672,-8.615385 41.142636,-8.615403 41.142636,-8.615466 41.142636,-8.615520 41.142645,-8.615592 41.142645,-8.615520 41.142636)
42;LINESTRING(-8.628084 41.158368,-8.627886 41.158368,-8.628840 41.159106,-8.628255 41.161014,-8.627625 41.162958,-8.627499 41.163381,-8.627499 41.163372,-8.627517 41.163354,-8.627526 41.163354,-8.627508 41.163381,-8.627256 41.164173,-8.627139 41.164551,-8.628669 41.164956,-8.631675 41.164704,-8.633961 41.163678,-8.636094 41.164236,-8.636589 41.164434,-8.638740 41.164857,-8.640108 41.165073,-8.642241 41.165109,-8.642448 41.165154,-8.642673 41.165163,-8.643177 41.163804,-8.643726 41.162265,-8.645445 41.162517,-8.645769 41.163435,-8.645418 41.164461,-8.645418 41.164569,-8.645436 41.164578)
43;LINESTRING(-8.652933 41.162022,-8.653680 41.162139,-8.655183 41.162319,-8.654319 41.161968,-8.651502 41.161536,-8.647695 41.160924,-8.645634 41.160546,-8.644212 41.160321,-8.644275 41.160276,-8.644239 41.160249,-8.643501 41.160132,-8.642322 41.160015,-8.641368 41.159808,-8.638218 41.159430,-8.634699 41.158818,-8.632548 41.158107,-8.631324 41.156550,-8.630082 41.157189,-8.627679 41.157270,-8.625330 41.157225,-8.625051 41.157189,-8.625303 41.155947,-8.623962 41.155452,-8.621352 41.155893,-8.618679 41.154966,-8.615358 41.154408,-8.613216 41.153940,-8.613297 41.153724,-8.613144 41.153589,-8.609508 41.153427,-8.606772 41.153472,-8.606574 41.153427,-8.605368 41.153463,-8.604756 41.152923,-8.605017 41.151915)
44;LINESTRING(-8.612856 41.140431,-8.613243 41.140368,-8.614566 41.140359,-8.615502 41.140395,-8.616132 41.140521,-8.614827 41.140917,-8.614395 41.142177,-8.613342 41.143446,-8.611749 41.144706,-8.611488 41.144886,-8.611533 41.144904,-8.610912 41.145390,-8.610417 41.146191,-8.609292 41.146794,-8.608608 41.147433,-8.607591 41.149332,-8.606601 41.151267,-8.605539 41.153328,-8.607267 41.153517,-8.609175 41.153589,-8.609481 41.153733,-8.609715 41.153850,-8.609427 41.155110,-8.609076 41.157756,-8.607843 41.160456,-8.606394 41.164722,-8.606547 41.167809,-8.605395 41.170500,-8.604702 41.172750,-8.607942 41.173632,-8.612100 41.174676,-8.617257 41.174118,-8.622513 41.173524,-8.627616 41.172957,-8.632791 41.171940,-8.637507 41.170644,-8.641179 41.168412,-8.643987 41.168709,-8.647110 41.171229,-8.650503 41.173992,-8.654400 41.177142,-8.658180 41.180256,-8.661987 41.183352,-8.665839 41.186484,-8.670141 41.188896,-8.675676 41.189751,-8.680212 41.192712,-8.683947 41.196447,-8.687322 41.199804,-8.687961 41.202225,-8.687250 41.204277,-8.687880 41.204727,-8.691102 41.204547,-8.693028 41.203188)
45;LINESTRING(-8.663409 41.180724,-8.665209 41.181120,-8.665164 41.181012,-8.662941 41.180490,-8.660394 41.179995,-8.658216 41.179554,-8.657271 41.180121,-8.658927 41.181264,-8.660772 41.183136,-8.662113 41.185206,-8.660484 41.185962,-8.660106 41.187411,-8.660970 41.188959,-8.661807 41.190129,-8.662257 41.191416,-8.662347 41.191974,-8.661528 41.192172,-8.659656 41.192127,-8.658252 41.192919,-8.656488 41.193927,-8.655975 41.193711,-8.655993 41.193594,-8.655993 41.193513,-8.656047 41.193549,-8.656038 41.193558,-8.656038 41.193576,-8.655930 41.193243,-8.655921 41.193081,-8.655858 41.192937,-8.655876 41.192982,-8.655921 41.193189,-8.655966 41.193351,-8.656029 41.193576,-8.656056 41.193603,-8.656038 41.193612,-8.656029 41.193612,-8.656038 41.193603,-8.656029 41.193792,-8.656110 41.194197,-8.656137 41.194467,-8.656209 41.194773,-8.656290 41.195106,-8.656407 41.195574,-8.656524 41.196204,-8.656569 41.196924,-8.656533 41.197419,-8.656767 41.197500,-8.656929 41.197500,-8.656542 41.197275,-8.656569 41.196798,-8.656281 41.195169,-8.655849 41.193027,-8.655516 41.191515,-8.655516 41.191317,-8.655426 41.191146,-8.655426 41.191155,-8.655453 41.191164,-8.655435 41.191173,-8.655426 41.191164,-8.655192 41.190552,-8.655039 41.190030,-8.654778 41.188527,-8.654499 41.187222,-8.654193 41.186169,-8.653950 41.185134,-8.653545 41.183334,-8.653284 41.183586,-8.653878 41.185629,-8.654292 41.187609,-8.654778 41.189751,-8.655156 41.191470,-8.655426 41.192559,-8.655138 41.193306,-8.653716 41.192424,-8.653203 41.191641,-8.652267 41.191254,-8.651250 41.191623,-8.651655 41.191317,-8.652600 41.191227,-8.653374 41.191785,-8.655714 41.192145,-8.658009 41.191623,-8.659701 41.192064,-8.660502 41.193351,-8.660889 41.194026,-8.661321 41.194503,-8.661321 41.194494,-8.661636 41.194836,-8.662626 41.195862,-8.662869 41.196123,-8.662824 41.196033,-8.661888 41.195097,-8.660943 41.194953,-8.660790 41.196375,-8.660610 41.198058,-8.659188 41.199048,-8.658621 41.199354,-8.659683 41.198778,-8.661123 41.197653,-8.660790 41.195889,-8.661258 41.194764,-8.661276 41.194782,-8.660997 41.194098,-8.660376 41.193153,-8.660295 41.192955,-8.660790 41.193891,-8.660070 41.194665,-8.658666 41.195601,-8.658009 41.196213,-8.657487 41.196024,-8.656524 41.196006,-8.656389 41.195610,-8.656227 41.194863,-8.656011 41.193675,-8.655723 41.192451,-8.655390 41.190966,-8.655165 41.190516,-8.655003 41.189895,-8.654778 41.188725,-8.654490 41.187150,-8.654085 41.185674,-8.653725 41.184072,-8.653356 41.182479,-8.652978 41.181102,-8.652663 41.179464,-8.652636 41.179311,-8.652636 41.179329,-8.652636 41.179338,-8.653365 41.178762,-8.655471 41.178312,-8.655156 41.177448,-8.653365 41.176008,-8.653338 41.175036,-8.654445 41.173830,-8.655813 41.172210,-8.656767 41.171076,-8.657271 41.170464,-8.658486 41.169033,-8.659782 41.167467,-8.661159 41.165856,-8.662617 41.164092,-8.662914 41.163741,-8.662923 41.163426)
46;LINESTRING(-8.648046 41.165028,-8.648469 41.164650,-8.649324 41.164884,-8.650287 41.164929,-8.650719 41.163453,-8.651223 41.161959,-8.651943 41.161788,-8.654319 41.162175,-8.655534 41.162319,-8.657307 41.161446,-8.660007 41.160276,-8.663175 41.159034,-8.664795 41.158404,-8.666460 41.157747,-8.668953 41.156757,-8.671176 41.155875,-8.672751 41.155578,-8.673723 41.154588,-8.674101 41.153562,-8.674272 41.152950,-8.674155 41.153067,-8.673939 41.154147,-8.674326 41.154264,-8.676009 41.153256,-8.677611 41.152383,-8.678637 41.153319,-8.680032 41.154975,-8.681436 41.156640,-8.682336 41.157711,-8.683794 41.159457,-8.684982 41.161635,-8.686206 41.163804,-8.686530 41.164380,-8.686998 41.165208,-8.687988 41.166954,-8.687925 41.167989,-8.687457 41.169231,-8.687133 41.171013,-8.687466 41.171517,-8.688015 41.172345,-8.688312 41.173497,-8.688906 41.174658,-8.689104 41.176251,-8.689158 41.176692,-8.689338 41.178375,-8.689572 41.180049,-8.690409 41.180166,-8.690886 41.182002,-8.692353 41.183424,-8.693739 41.184801,-8.694612 41.186016,-8.694864 41.186727,-8.693397 41.187645,-8.691921 41.187330,-8.692443 41.187375,-8.693847 41.188356,-8.695170 41.189490,-8.696250 41.190687,-8.695782 41.191254,-8.697132 41.190759,-8.699265 41.190633,-8.701245 41.190570,-8.701929 41.190111,-8.702694 41.189904,-8.702910 41.189886,-8.702928 41.189877)
47;LINESTRING(-8.611983 41.150358,-8.613117 41.149989,-8.614089 41.149557,-8.614413 41.148504,-8.614368 41.148414,-8.614359 41.148423,-8.614386 41.148450,-8.614638 41.147919,-8.615115 41.148261,-8.615052 41.148648,-8.614953 41.148603,-8.614953 41.148693,-8.615106 41.148792,-8.614962 41.148675,-8.614971 41.149233,-8.614692 41.150457,-8.614440 41.151564,-8.613765 41.152392,-8.612865 41.153508,-8.611992 41.154237,-8.611902 41.155956,-8.611056 41.157189,-8.609787 41.157423,-8.609517 41.157342,-8.609418 41.157369,-8.608923 41.157684,-8.608086 41.159475,-8.606259 41.163822,-8.605836 41.165451,-8.603136 41.165514,-8.601705 41.163894,-8.600580 41.164587,-8.598987 41.165451,-8.598744 41.165388,-8.598816 41.165217,-8.598789 41.165181,-8.598762 41.165181,-8.598735 41.165181,-8.598717 41.165163,-8.598726 41.165163,-8.598744 41.165154,-8.598762 41.165163,-8.599194 41.164497,-8.599644 41.165019,-8.599950 41.165127,-8.600706 41.165928,-8.601264 41.165613,-8.602317 41.164947,-8.602146 41.164479,-8.601804 41.163957,-8.601705 41.163903,-8.601624 41.163813,-8.602686 41.162922,-8.603820 41.162049,-8.603883 41.162076,-8.603892 41.162040,-8.604405 41.161842,-8.605152 41.161959,-8.605845 41.162013)
48;LINESTRING(-8.628363 41.157486,-8.626707 41.157621,-8.624898 41.157054,-8.625249 41.155614,-8.622882 41.155812,-8.620677 41.155587,-8.617878 41.155029,-8.614629 41.154417,-8.613333 41.153895,-8.613324 41.153841,-8.611362 41.153607,-8.608437 41.153562)
49;LINESTRING(-8.611497 41.150430,-8.612280 41.150214,-8.613594 41.149980,-8.614764 41.150016,-8.614647 41.151078,-8.613927 41.151789,-8.613612 41.152788,-8.613369 41.153679,-8.613387 41.153670,-8.612181 41.153733,-8.611956 41.155461,-8.612379 41.156829,-8.612226 41.158098,-8.611704 41.160069,-8.611389 41.161563,-8.611056 41.163273,-8.611002 41.164389,-8.611029 41.164614,-8.611425 41.166324,-8.612370 41.168439,-8.612928 41.170482,-8.612658 41.172264,-8.613315 41.174136,-8.613855 41.175693,-8.613531 41.176494,-8.611749 41.176575,-8.610147 41.175648,-8.610039 41.175639)
50;LINESTRING(-8.689338 41.168124,-8.688870 41.167359,-8.687691 41.166252,-8.686476 41.164110,-8.685189 41.161833,-8.683938 41.159601,-8.683668 41.159196,-8.683371 41.158836,-8.681751 41.156910,-8.679789 41.154588,-8.678286 41.152464,-8.677206 41.150880,-8.675442 41.149377,-8.672976 41.149098,-8.670366 41.148666,-8.667441 41.147514,-8.665344 41.147946,-8.662239 41.147685,-8.658891 41.146821,-8.656884 41.147190,-8.654931 41.148198,-8.653257 41.148432,-8.653968 41.149287,-8.654049 41.149332,-8.654067 41.149332)
51;LINESTRING(-8.613297 41.154390,-8.613306 41.153877,-8.613261 41.153841,-8.612100 41.153922,-8.612181 41.155119,-8.613135 41.155218,-8.614071 41.155416,-8.616519 41.155839,-8.617887 41.156028,-8.617878 41.156064,-8.618247 41.156127,-8.619831 41.156334,-8.621415 41.156541,-8.623449 41.156973,-8.625501 41.157342,-8.627499 41.157666,-8.628219 41.158305,-8.629668 41.158728,-8.630334 41.157864,-8.629515 41.156973,-8.629821 41.155659,-8.630919 41.154561,-8.632350 41.153463,-8.632584 41.152761,-8.634222 41.152473,-8.636112 41.152491,-8.637102 41.152707,-8.637777 41.152878,-8.639910 41.153364,-8.642043 41.153985,-8.644131 41.154489,-8.645607 41.154363)
52;LINESTRING(-8.628354 41.157459,-8.628237 41.157585,-8.626545 41.157432,-8.625060 41.157180,-8.625033 41.157171,-8.625024 41.156712,-8.625231 41.155596,-8.623476 41.155686,-8.621541 41.156001,-8.619669 41.155344,-8.619183 41.155236,-8.619174 41.155236,-8.619003 41.154669,-8.618256 41.152860,-8.617590 41.151546,-8.617356 41.151042,-8.616969 41.150115,-8.616717 41.149647,-8.616555 41.149566,-8.615898 41.149782,-8.615097 41.149908,-8.615061 41.149890,-8.615061 41.149863,-8.614773 41.149998)
53;LINESTRING(-8.640108 41.146803,-8.640828 41.149728,-8.643330 41.152329,-8.645517 41.155704,-8.647893 41.159241,-8.649072 41.162904,-8.645193 41.165469,-8.641143 41.167854,-8.637408 41.170455,-8.632800 41.171787,-8.628561 41.172687,-8.624340 41.173191,-8.619561 41.173650,-8.614899 41.174226,-8.610354 41.174235,-8.606448 41.172210,-8.601921 41.171256,-8.597340 41.171589,-8.593254 41.170806,-8.589780 41.168556,-8.586216 41.166675,-8.582832 41.165460,-8.581689 41.163498,-8.582121 41.164434,-8.583957 41.163237)
55;LINESTRING(-8.630568 41.154795,-8.630640 41.154813,-8.631495 41.154300,-8.632521 41.152905,-8.632539 41.152815,-8.633241 41.152599,-8.635860 41.152428,-8.637237 41.152761,-8.637264 41.152788,-8.638929 41.153166,-8.641692 41.153850,-8.644383 41.154489,-8.646048 41.153985,-8.645634 41.153301,-8.645418 41.153148,-8.645391 41.152230,-8.645454 41.152122,-8.645436 41.152131,-8.645355 41.152284,-8.645652 41.153346,-8.646075 41.154120,-8.647110 41.154264,-8.648082 41.154615,-8.648550 41.156397,-8.649513 41.158791,-8.648766 41.159340,-8.650287 41.160600,-8.650242 41.161311,-8.649027 41.161185,-8.646804 41.160861,-8.646786 41.160861,-8.646399 41.161203,-8.645247 41.161464,-8.643897 41.161257,-8.643753 41.161995,-8.643060 41.164038,-8.642763 41.164947,-8.642709 41.164956,-8.641737 41.164983)
56;LINESTRING(-8.612568 41.145948,-8.612361 41.145975,-8.611245 41.146416,-8.611011 41.147685,-8.611011 41.147748,-8.610975 41.147955,-8.610534 41.149251,-8.610174 41.150691,-8.610129 41.150745,-8.610138 41.150745,-8.609481 41.151510,-8.609886 41.152995,-8.609652 41.154597,-8.609247 41.156694,-8.608482 41.157504,-8.606997 41.158017,-8.606106 41.159151,-8.604693 41.158746,-8.604279 41.159979,-8.602731 41.159835,-8.600589 41.159286,-8.598564 41.158827,-8.596530 41.159700,-8.594586 41.160276,-8.592318 41.160942,-8.592174 41.160951,-8.591751 41.161257,-8.590428 41.162859,-8.589672 41.163741,-8.589654 41.163768,-8.588835 41.163714,-8.586279 41.162868,-8.585658 41.162940,-8.585919 41.163390,-8.585136 41.164866,-8.583876 41.164812,-8.583165 41.164758,-8.583174 41.164749,-8.583165 41.164767,-8.583174 41.164758,-8.583174 41.164740)
57;LINESTRING(-8.602209 41.163372,-8.601651 41.163759,-8.600274 41.164839,-8.598978 41.165505,-8.598870 41.165523,-8.598870 41.165514,-8.598753 41.165577,-8.596890 41.166243,-8.594343 41.166999,-8.592021 41.168106,-8.589744 41.169438,-8.588601 41.170806,-8.587287 41.172858,-8.586396 41.174883,-8.585334 41.176917,-8.584182 41.178654,-8.583489 41.180607,-8.582832 41.182479,-8.582058 41.184405,-8.581149 41.186079,-8.580546 41.187807,-8.580573 41.189553,-8.580177 41.191263,-8.579448 41.192928,-8.578062 41.194188,-8.577117 41.194998,-8.575479 41.194521,-8.573706 41.194395,-8.571708 41.194404,-8.569728 41.194368,-8.604261 41.160960,-8.604252 41.160942,-8.604261 41.160915,-8.568558 41.193315)
58;LINESTRING(-8.628327 41.157378,-8.627994 41.157801,-8.627004 41.158782,-8.624853 41.159772,-8.622684 41.160456,-8.621127 41.160348,-8.620965 41.161590,-8.620812 41.162616,-8.620713 41.163588,-8.620686 41.163786,-8.620695 41.163777,-8.620713 41.163759,-8.621532 41.164020,-8.623035 41.164191,-8.623071 41.164209)
59;LINESTRING(-8.615556 41.140692,-8.615304 41.140818,-8.614521 41.141511,-8.614260 41.142582,-8.614746 41.142690,-8.616186 41.142546,-8.617257 41.142834,-8.617212 41.143815,-8.616519 41.144355,-8.616420 41.144967,-8.614854 41.145696,-8.614089 41.146191,-8.613954 41.146722,-8.613882 41.147208,-8.613630 41.147577,-8.613459 41.147370,-8.613738 41.146794,-8.613621 41.146074,-8.612253 41.146137,-8.610525 41.146227,-8.609598 41.146758,-8.608806 41.147280,-8.608185 41.148342,-8.607609 41.149332,-8.606790 41.150763,-8.605971 41.152221,-8.605179 41.153319,-8.605287 41.153310,-8.605314 41.153346,-8.579988 41.159340,-8.580006 41.159331,-8.605548 41.153526,-8.607609 41.153571,-8.609382 41.153499,-8.609679 41.153562,-8.609751 41.153553,-8.610003 41.153733,-8.610093 41.153796,-8.610165 41.153814,-8.610138 41.153841,-8.610165 41.153859,-8.610156 41.153868,-8.610246 41.153796,-8.610210 41.153841,-8.610138 41.153904,-8.610129 41.153877,-8.610102 41.153859,-8.610084 41.153895,-8.610048 41.153967,-8.610093 41.153940)
60;LINESTRING(-8.662500 41.177367,-8.660367 41.176980,-8.657802 41.177376,-8.658522 41.178483,-8.659602 41.179833,-8.661555 41.180355,-8.663121 41.180841,-8.662590 41.181363,-8.662617 41.181705,-8.662770 41.181444,-8.663283 41.180904,-8.664633 41.180994,-8.665731 41.181039,-8.663868 41.180760,-8.661465 41.180121,-8.659296 41.179446,-8.658117 41.177934,-8.658513 41.177448,-8.661168 41.177079,-8.662905 41.177934,-8.663337 41.177673,-8.664732 41.176503,-8.666811 41.175711,-8.666586 41.175270,-8.666505 41.174631,-8.666649 41.174028,-8.666667 41.174037,-8.666676 41.174046)
61;LINESTRING(-8.612532 41.145993,-8.612109 41.146065,-8.612208 41.147847,-8.620920 41.147433,-8.622540 41.147721,-8.624889 41.148459,-8.625726 41.150007,-8.626113 41.152140,-8.626329 41.152653,-8.628147 41.152464,-8.630658 41.152599,-8.632980 41.152671,-8.635689 41.152428,-8.638398 41.152941,-8.641008 41.153625,-8.643519 41.154336,-8.646687 41.154264,-8.649252 41.154174,-8.650854 41.153310,-8.653050 41.152230,-8.655768 41.151888,-8.658405 41.150781,-8.661078 41.150439,-8.663724 41.150475,-8.666469 41.150961,-8.667621 41.151528,-8.668278 41.151843,-8.670393 41.153067,-8.672175 41.154606,-8.672796 41.155569,-8.673804 41.154543,-8.674272 41.154273,-8.675343 41.153652,-8.676279 41.154039,-8.677170 41.154831,-8.678322 41.155794,-8.679060 41.156748,-8.679537 41.157333,-8.679591 41.158215,-8.678295 41.158665)
62;LINESTRING(-8.652555 41.179698,-8.653113 41.182308,-8.653302 41.183667,-8.653905 41.185836,-8.654400 41.188167,-8.654841 41.190057,-8.654940 41.190552,-8.654922 41.190525,-8.654931 41.190507,-8.654940 41.190516,-8.654940 41.190507,-8.654949 41.190516,-8.654949 41.190507,-8.654967 41.190489,-8.655021 41.190507,-8.655138 41.190507,-8.655183 41.190462,-8.655165 41.190516,-8.655147 41.190516,-8.655156 41.190525,-8.655156 41.190534,-8.655057 41.190183,-8.654787 41.188635,-8.654283 41.186511,-8.653734 41.184243,-8.653311 41.182164,-8.652681 41.179806,-8.652591 41.179311,-8.652609 41.179320,-8.652609 41.179329,-8.653032 41.178897,-8.655165 41.178285,-8.655390 41.177610,-8.653293 41.176017,-8.650737 41.174037,-8.647893 41.171715,-8.644851 41.169267,-8.641728 41.166783,-8.638983 41.164677,-8.636724 41.164380,-8.635014 41.163831,-8.632971 41.162616,-8.632638 41.162148,-8.631972 41.162310,-8.629983 41.163201,-8.627949 41.163570,-8.627634 41.163543,-8.626338 41.163489,-8.625024 41.163408,-8.624988 41.163390,-8.624817 41.163372,-8.623044 41.163102,-8.621127 41.162769,-8.620821 41.163219,-8.620713 41.163750,-8.620704 41.163750,-8.620704 41.163732,-8.620722 41.163813,-8.622783 41.164155,-8.623062 41.164191,-8.623062 41.164218,-8.623053 41.164218,-8.622972 41.164200,-8.622162 41.164092,-8.621199 41.163993,-8.621100 41.163966,-8.621109 41.163966,-8.621118 41.163975,-8.621118 41.163966,-8.621109 41.163957,-8.621118 41.163957,-8.621766 41.164047,-8.623197 41.164218,-8.623188 41.164209)
63;LINESTRING(-8.585811 41.148666,-8.585757 41.148972,-8.586639 41.149008,-8.588313 41.149440,-8.590500 41.150025,-8.592696 41.150619,-8.594217 41.151051,-8.594757 41.152554,-8.595387 41.154435,-8.595396 41.155056,-8.595207 41.155380,-8.594586 41.156424,-8.593677 41.158071,-8.592678 41.159736,-8.591688 41.161401,-8.590005 41.163426,-8.589015 41.164884,-8.588124 41.167080,-8.587233 41.168880,-8.584875 41.168547,-8.582517 41.168349,-8.582256 41.167467,-8.581680 41.166225,-8.580024 41.165676,-8.580393 41.165172,-8.580474 41.164848,-8.580483 41.164866,-8.580492 41.164857,-8.580501 41.164866,-8.580510 41.164875,-8.580492 41.164884)
64;LINESTRING(-8.617599 41.146137,-8.617581 41.145930,-8.617383 41.145075,-8.616510 41.145021,-8.615466 41.145696,-8.615232 41.146866,-8.615196 41.146983,-8.615187 41.146992,-8.615610 41.147271,-8.616240 41.147217,-8.617338 41.147244,-8.618049 41.147757,-8.618931 41.148603,-8.619930 41.147883,-8.621379 41.147487,-8.623944 41.148108,-8.625096 41.148585,-8.625699 41.149782,-8.626014 41.151870,-8.626644 41.154147,-8.627697 41.155983,-8.628579 41.156532,-8.610723 41.147802,-8.611722 41.147919,-8.627976 41.158044,-8.628804 41.159223,-8.628264 41.160960,-8.627598 41.163057,-8.627211 41.164416,-8.627832 41.164830,-8.629776 41.165064,-8.631567 41.164731,-8.631630 41.164767,-8.631873 41.164668,-8.633718 41.163759,-8.635743 41.164119,-8.637912 41.164668,-8.639271 41.165307,-8.640252 41.165973,-8.638803 41.166027,-8.638425 41.167197,-8.636499 41.168637,-8.636625 41.169141)
